Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
60,3.301180203159333,-1.118616410569883,1.8437739166909148,-0.520398192857644,1.0736562293404739,-1.2350321381778535,1.6860872482904354,-0.9081936562369467,1.5063994126160087,-1.3148699210786008,0.4711484379223541,-0.14519250250267846,0.9517742550603052,-1.4536095613274034,1.219830405497871,-1.9574591815716633,1.1415434334226886,-1.2172927746744673,0.9581119621036643,-0.1527846282312315,-2.976252258590679,0.8220595922072156,1.2076629426653946,2.0915434240515016,0.36684492075376035,-0.8079531039974012,-0.8079531039974012
60,3.301180203159333,-1.118616410569883,1.6167657480414213,-0.520398192857644,1.0570706988450802,-1.2350321381778535,1.7045228266632149,-0.9081936562369467,1.6044878433087157,-1.3148699210786008,0.4711484379223541,-0.1769367276484752,0.9455676886125809,-1.4536095613274034,1.2067948250892964,-1.9574591815716633,1.134525030167474,-1.2007478126091455,0.9653382705075277,-0.17534753378111256,-2.962737723560668,0.8220595922072156,1.0716762704660336,1.766539207431137,0.3430084259552207,-0.4402289915362447,-0.4402289915362447
50,3.301180203159333,-1.118616410569883,1.517920864366356,-0.520398192857644,1.0335233415533762,-1.2350321381778535,1.7485633739739885,-0.9440906101892007,1.5808775163622497,-1.3148699210786008,0.45895606575186065,-0.22181649402442277,0.916461033385777,-1.4536095613274034,1.1820272228996043,-1.9574591815716633,1.1090035667430407,-1.2338377317763025,0.9508856536998009,-0.1960301972018371,-2.9492231885306572,0.8220595922072156,0.9356895978587122,1.4415349899629362,0.3191719311566808,0.2521022963082648,0.2521022963082648
50,4.5612628171655505,-1.118616410569883,1.4592840693066405,-0.520398192857644,1.0245139167615327,-1.2350321381778535,1.7690473509679403,-0.9620390896128468,1.5424867400717257,-1.3148699210786008,0.45895606575186065,-0.24261443462020044,0.9250218141837643,-1.4852052394941022,1.15400072707427,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9267979590202569,-0.2185931027517183,-2.935708653500661,0.8220595922072156,0.7997029256593512,1.116530773342572,0.29533543635814113,1.4087653873015615,1.4087653873015615
60,4.5612628171655505,-1.118616410569883,1.5262975486568864,-0.520398192857644,1.0097712229878495,-1.2350321381778535,1.7690473509679403,-0.9620390896128468,1.4979534412331983,-1.2967993857670268,0.45895606575186065,-0.2535607190060252,0.9722131195124523,-1.4536095613274034,1.1422687052931528,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9267979590202569,-0.24115600830159953,-2.9221941184706504,0.8220595922072156,0.6637162534599902,0.7915265567222077,0.27149894155960147,-1.0280963897233137,-1.0280963897233137
50,4.5612628171655505,-1.118616410569883,1.4492320471528035,-0.520398192857644,1.0023998761010078,-1.2350321381778535,1.7485633739739885,-0.9620390896128468,1.5440223718604482,-1.3329404618113385,0.4523056809315912,-0.2645070035560442,1.0002496775407945,-1.4852052394941022,1.1481347161837114,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9003014948727589,-0.26183867172232406,-2.908679583440639,0.8220595922072156,0.5277295808526687,0.4665223392540068,0.24766244676106158,1.3749019915142078,1.3749019915142078
60,5.821345431171768,-1.118616410569883,1.3838939031528619,-0.520398192857644,1.0023998761010078,-1.2350321381778535,1.7383213870133087,-0.9620390896128468,1.557843051048624,-1.3510109971229125,0.44528583065743965,-0.2705274600831837,1.0106296244108428,-1.4852052394941022,1.1364026944025956,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9003014948727589,-0.2844015772722051,-2.895165048410628,0.8220595922072156,0.3917429086533078,0.14151812263364255,0.22382595196252192,1.5345445128251367,1.5345445128251367
60,5.821345431171768,-1.1393710603611618,1.3319584545203684,-0.520398192857644,1.0023998761010078,-1.2649407593225424,1.7383213870133087,-0.9620390896128468,1.5747349915108015,-1.3510109971229125,0.43789651382100764,-0.28256837297326853,1.0213306005688418,-1.5010030762077748,1.1364026944025956,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9003014948727589,-0.2806410930138917,-2.8861553538857874,0.8108747260451594,0.4597362449569685,0.14151812263364255,0.21905865300281385,0.5554293646702139,0.5554293646702139
60,4.5612628171655505,-1.1808803661701135,1.3413822252895895,-0.520398192857644,0.9860191044223228,-1.2649407593225424,1.7045228266632149,-0.9620390896128468,1.557843051048624,-1.3148699210786008,0.44898048852145644,-0.29351465752328765,1.0471199535815319,-1.469407398041076,1.175509433672984,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9003014948727589,-0.2787608508847349,-2.877145672875462,0.7996898605541948,0.5277295808526687,0.14151812263364255,0.21667500352295993,0.44614969014353073,0.44614969014353073
70,4.5612628171655505,-1.1393710603611618,1.465147748058712,-0.5067181371975283,0.9778287198115364,-1.2350321381778535,1.7270551992057468,-0.9620390896128468,1.6284820787782237,-1.3510109971229125,0.44898048852145644,-0.28256837297326853,1.0599611250995424,-1.4536095613274034,1.1950628033081792,-2.0085796993107974,1.0822060294774496,-1.2338377317763025,0.9003014948727589,-0.2750003666264213,-2.8681359783506215,0.7885049943921386,0.5957229171563295,0.14151812263364255,0.2119077045632521,-1.510607232884927,-1.510607232884927
